"","Year","Type","Value","GCAM_commodity"
"1193",2001,"Planted",5.5240038,"SugarCrop"
"1194",2000,"Planted",6.3287532,"SugarCrop"
"1195",1999,"Planted",6.3141876,"SugarCrop"
"1196",1998,"Planted",6.0600988,"SugarCrop"
"1197",1997,"Planted",5.9043278,"SugarCrop"
"1198",1996,"Planted",5.5365464,"SugarCrop"
"1199",1995,"Planted",5.8448516,"SugarCrop"
"1200",1994,"Planted",5.9710868,"SugarCrop"
"1201",1993,"Planted",5.8169342,"SugarCrop"
"1202",1992,"Planted",5.8128882,"SugarCrop"
"1203",1991,"Planted",5.7752604,"SugarCrop"
"1204",1990,"Planted",5.6660184,"SugarCrop"
"1205",1989,"Planted",5.3585224,"SugarCrop"
"1206",1988,"Planted",5.3698512,"SugarCrop"
"1207",1987,"Planted",5.1250682,"SugarCrop"
"1208",1986,"Planted",4.982649,"SugarCrop"
"1209",1985,"Planted",4.549727,"SugarCrop"
"1210",1984,"Planted",4.5460856,"SugarCrop"
"1211",1983,"Planted",4.3753444,"SugarCrop"
"1212",1982,"Planted",4.2652932,"SugarCrop"
"1213",1981,"Planted",5.0639736,"SugarCrop"
"1214",1980,"Planted",4.9818398,"SugarCrop"
"1215",1979,"Planted",4.6961922,"SugarCrop"
"1216",1978,"Planted",5.2816484,"SugarCrop"
"1217",1977,"Planted",5.1489396,"SugarCrop"
"1218",1976,"Planted",6.1717684,"SugarCrop"
"1219",1975,"Planted",6.45337,"SugarCrop"
"1220",1974,"Planted",5.063569,"SugarCrop"
"1221",1973,"Planted",5.1792846,"SugarCrop"
"1222",1972,"Planted",5.7441062,"SugarCrop"
"1223",1971,"Planted",5.6898898,"SugarCrop"
"1224",1970,"Planted",5.9816064,"SugarCrop"
"1225",1969,"Planted",6.6641666,"SugarCrop"
"1226",1968,"Planted",5.9723006,"SugarCrop"
"1227",1967,"Planted",4.8442758,"SugarCrop"
"1228",1966,"Planted",5.0174446,"SugarCrop"
"1229",1965,"Planted",5.3196808,"SugarCrop"
"1230",1964,"Planted",5.903114,"SugarCrop"
"1231",1963,"Planted",5.1995146,"SugarCrop"
"1232",1962,"Planted",4.782372,"SugarCrop"
"1233",1961,"Planted",4.5671248,"SugarCrop"
"1234",1960,"Planted",3.9493006,"SugarCrop"
"1235",1959,"Planted",3.8631208,"SugarCrop"
"1236",1958,"Planted",3.7822008,"SugarCrop"
"1237",1957,"Planted",3.7069452,"SugarCrop"
"1238",1956,"Planted",3.362226,"SugarCrop"
"1239",1955,"Planted",3.2299218,"SugarCrop"
"1240",1954,"Planted",3.9027716,"SugarCrop"
"1241",1953,"Planted",3.2129286,"SugarCrop"
"1242",1952,"Planted",2.9199982,"SugarCrop"
"1243",1951,"Planted",3.07496,"SugarCrop"
"1244",1950,"Planted",4.102644,"SugarCrop"
"1245",1949,"Planted",3.107328,"SugarCrop"
"1246",1948,"Planted",3.2392276,"SugarCrop"
"1247",1947,"Planted",3.916528,"SugarCrop"
"1248",1946,"Planted",3.66163,"SugarCrop"
"1249",1945,"Planted",3.13565,"SugarCrop"
"1250",1944,"Planted",2.561118,"SugarCrop"
"1251",1943,"Planted",2.504474,"SugarCrop"
"1252",1942,"Planted",4.240208,"SugarCrop"
"1253",1941,"Planted",3.220616,"SugarCrop"
"1254",1940,"Planted",3.9278568,"SugarCrop"
"1255",1939,"Planted",4.017678,"SugarCrop"
"1256",1938,"Planted",3.9869284,"SugarCrop"
"1257",1937,"Planted",3.289398,"SugarCrop"
"1258",1936,"Planted",3.45933,"SugarCrop"
"1259",1935,"Planted",3.275237,"SugarCrop"
"1260",1934,"Planted",3.82347,"SugarCrop"
"1261",1933,"Planted",4.191656,"SugarCrop"
"1262",1932,"Planted",3.285352,"SugarCrop"
"1263",1931,"Planted",3.07496,"SugarCrop"
"1264",1930,"Planted",3.321766,"SugarCrop"
"1265",1929,"Planted",3.123512,"SugarCrop"
"1266",1928,"Planted",2.824108,"SugarCrop"
"1267",1927,"Planted",3.058776,"SugarCrop"
"1268",1926,"Planted",3.018316,"SugarCrop"
"1269",1925,"Planted",3.1744916,"SugarCrop"
"1270",1924,"Planted",3.787056,"SugarCrop"
"1271",1923,"Planted",2.961672,"SugarCrop"
"1272",1922,"Planted",2.451876,"SugarCrop"
"1273",1921,"Planted",3.568572,"SugarCrop"
"1274",1920,"Planted",3.956988,"SugarCrop"
"1275",1919,"Planted",3.60094,"SugarCrop"
"1276",1918,"Planted",2.79174,"SugarCrop"
"1277",1917,"Planted",3.265122,"SugarCrop"
"1278",1916,"Planted",3.107328,"SugarCrop"
"1279",1915,"Planted",2.686544,"SugarCrop"
"1280",1914,"Planted",2.08369,"SugarCrop"
"1281",1913,"Planted",2.56921,"SugarCrop"
"1282",1912,"Planted",NA,"SugarCrop"
"1283",1911,"Planted",NA,"SugarCrop"
"1284",1910,"Planted",NA,"SugarCrop"
"1285",1909,"Planted",NA,"SugarCrop"
"1286",2019,"Harvested",3.9622478,"SugarCrop"
"1287",2018,"Harvested",4.4360344,"SugarCrop"
"1288",2017,"Harvested",4.5064348,"SugarCrop"
"1289",2016,"Harvested",4.5574144,"SugarCrop"
"1290",2015,"Harvested",4.6342884,"SugarCrop"
"1291",2014,"Harvested",4.6379298,"SugarCrop"
"1292",2013,"Harvested",4.669084,"SugarCrop"
"1293",2012,"Harvested",4.8717886,"SugarCrop"
"1294",2011,"Harvested",4.9086072,"SugarCrop"
"1295",2010,"Harvested",4.6775806,"SugarCrop"
"1296",2009,"Harvested",4.646831,"SugarCrop"
"1297",2008,"Harvested",4.064207,"SugarCrop"
"1298",2007,"Harvested",5.0445528,"SugarCrop"
"1299",2006,"Harvested",5.2743656,"SugarCrop"
"1300",2005,"Harvested",5.0287734,"SugarCrop"
"1301",2004,"Harvested",5.2869082,"SugarCrop"
"1302",2003,"Harvested",5.4531988,"SugarCrop"
"1303",2002,"Harvested",5.5053922,"SugarCrop"
"1304",2001,"Harvested",5.0214906,"SugarCrop"
"1305",2000,"Harvested",5.555158,"SugarCrop"
"1306",1999,"Harvested",6.1794558,"SugarCrop"
"1307",1998,"Harvested",5.8695322,"SugarCrop"
"1308",1997,"Harvested",5.7789018,"SugarCrop"
"1309",1996,"Harvested",5.3540718,"SugarCrop"
"1310",1995,"Harvested",5.7457246,"SugarCrop"
"1311",1994,"Harvested",5.838378,"SugarCrop"
"1312",1993,"Harvested",5.7024324,"SugarCrop"
"1313",1992,"Harvested",5.710929,"SugarCrop"
"1314",1991,"Harvested",5.6105882,"SugarCrop"
"1315",1990,"Harvested",5.5721512,"SugarCrop"
"1316",1989,"Harvested",5.237547,"SugarCrop"
"1317",1988,"Harvested",5.2626322,"SugarCrop"
"1318",1987,"Harvested",5.0672104,"SugarCrop"
"1319",1986,"Harvested",4.8195952,"SugarCrop"
"1320",1985,"Harvested",4.460715,"SugarCrop"
"1321",1984,"Harvested",4.4356298,"SugarCrop"
"1322",1983,"Harvested",4.2717668,"SugarCrop"
"1323",1982,"Harvested",4.1544328,"SugarCrop"
"1324",1981,"Harvested",4.9688926,"SugarCrop"
"1325",1980,"Harvested",4.812717,"SugarCrop"
"1326",1979,"Harvested",4.5303062,"SugarCrop"
"1327",1978,"Harvested",5.1351832,"SugarCrop"
"1328",1977,"Harvested",4.9207452,"SugarCrop"
"1329",1976,"Harvested",5.9832248,"SugarCrop"
"1330",1975,"Harvested",6.1361636,"SugarCrop"
"1331",1974,"Harvested",4.9061796,"SugarCrop"
"1332",1973,"Harvested",4.926005,"SugarCrop"
"1333",1972,"Harvested",5.3759202,"SugarCrop"
"1334",1971,"Harvested",5.4293274,"SugarCrop"
"1335",1970,"Harvested",5.7182118,"SugarCrop"
"1336",1969,"Harvested",6.232863,"SugarCrop"
"1337",1968,"Harvested",5.7052646,"SugarCrop"
"1338",1967,"Harvested",4.5400166,"SugarCrop"
"1339",1966,"Harvested",4.6982152,"SugarCrop"
"1340",1965,"Harvested",5.053454,"SugarCrop"
"1341",1964,"Harvested",5.6453838,"SugarCrop"
"1342",1963,"Harvested",4.9960008,"SugarCrop"
"1343",1962,"Harvested",4.4615242,"SugarCrop"
"1344",1961,"Harvested",4.3567328,"SugarCrop"
"1345",1960,"Harvested",3.8732358,"SugarCrop"
"1346",1959,"Harvested",3.6644622,"SugarCrop"
"1347",1958,"Harvested",3.6041768,"SugarCrop"
"1348",1957,"Harvested",3.5531972,"SugarCrop"
"1349",1956,"Harvested",3.1753008,"SugarCrop"
"1350",1955,"Harvested",2.9968722,"SugarCrop"
"1351",1954,"Harvested",3.5467236,"SugarCrop"
"1352",1953,"Harvested",3.0199344,"SugarCrop"
"1353",1952,"Harvested",2.7003004,"SugarCrop"
"1354",1951,"Harvested",2.8014504,"SugarCrop"
"1355",1950,"Harvested",3.74255,"SugarCrop"
"1356",1949,"Harvested",2.779602,"SugarCrop"
"1357",1948,"Harvested",2.809947,"SugarCrop"
"1358",1947,"Harvested",3.556434,"SugarCrop"
"1359",1946,"Harvested",3.2452966,"SugarCrop"
"1360",1945,"Harvested",2.884798,"SugarCrop"
"1361",1944,"Harvested",2.24553,"SugarCrop"
"1362",1943,"Harvested",2.2257046,"SugarCrop"
"1363",1942,"Harvested",3.859884,"SugarCrop"
"1364",1941,"Harvested",3.05473,"SugarCrop"
"1365",1940,"Harvested",3.6891428,"SugarCrop"
"1366",1939,"Harvested",3.714228,"SugarCrop"
"1367",1938,"Harvested",3.7437638,"SugarCrop"
"1368",1937,"Harvested",3.046638,"SugarCrop"
"1369",1936,"Harvested",3.1409098,"SugarCrop"
"1370",1935,"Harvested",3.0879072,"SugarCrop"
"1371",1934,"Harvested",3.11542,"SugarCrop"
"1372",1933,"Harvested",3.977218,"SugarCrop"
"1373",1932,"Harvested",3.0915486,"SugarCrop"
"1374",1931,"Harvested",2.884798,"SugarCrop"
"1375",1930,"Harvested",3.139696,"SugarCrop"
"1376",1929,"Harvested",2.783648,"SugarCrop"
"1377",1928,"Harvested",2.605624,"SugarCrop"
"1378",1927,"Harvested",2.917166,"SugarCrop"
"1379",1926,"Harvested",2.739142,"SugarCrop"
"1380",1925,"Harvested",2.621808,"SugarCrop"
"1381",1924,"Harvested",3.301536,"SugarCrop"
"1382",1923,"Harvested",2.658222,"SugarCrop"
"1383",1922,"Harvested",2.14438,"SugarCrop"
"1384",1921,"Harvested",3.29749,"SugarCrop"
"1385",1920,"Harvested",3.528112,"SugarCrop"
"1386",1919,"Harvested",2.799832,"SugarCrop"
"1387",1918,"Harvested",2.403324,"SugarCrop"
"1388",1917,"Harvested",2.69059,"SugarCrop"
"1389",1916,"Harvested",2.69059,"SugarCrop"
"1390",1915,"Harvested",2.472106,"SugarCrop"
"1391",1914,"Harvested",1.954218,"SugarCrop"
"1392",1913,"Harvested",2.34668,"SugarCrop"
"1393",1912,"Harvested",2.24553,"SugarCrop"
"1394",1911,"Harvested",1.917804,"SugarCrop"
"1395",1910,"Harvested",1.610308,"SugarCrop"
"1396",1909,"Harvested",1.69932,"SugarCrop"
"1397",2019,"Planted",55.5831388,"FiberCrop"
"1398",2018,"Planted",57.0498138,"FiberCrop"
"1399",2017,"Planted",51.455005,"FiberCrop"
"1400",2016,"Planted",40.757381,"FiberCrop"
"1401",2015,"Planted",34.716703,"FiberCrop"
"1402",2014,"Planted",45.1064264,"FiberCrop"
"1403",2013,"Planted",42.106722,"FiberCrop"
"1404",2012,"Planted",49.6217624,"FiberCrop"
"1405",2011,"Planted",59.6194284,"FiberCrop"
"1406",2010,"Planted",44.4016132,"FiberCrop"
"1407",2009,"Planted",37.018877,"FiberCrop"
"1408",2008,"Planted",38.319666,"FiberCrop"
"1409",2007,"Planted",43.8068512,"FiberCrop"
"1410",2006,"Planted",61.798604,"FiberCrop"
"1411",2005,"Planted",57.6368884,"FiberCrop"
"1412",2004,"Planted",55.2626956,"FiberCrop"
"1413",2003,"Planted",54.5384616,"FiberCrop"
"1414",2002,"Planted",56.4736634,"FiberCrop"
"1415",2001,"Planted",63.799351,"FiberCrop"
"1416",2000,"Planted",62.7825912,"FiberCrop"
"1417",1999,"Planted",60.178181,"FiberCrop"
"1418",1998,"Planted",54.186055,"FiberCrop"
"1419",1997,"Planted",56.231308,"FiberCrop"
"1420",1996,"Planted",59.284015,"FiberCrop"
"1421",1995,"Planted",68.5044444,"FiberCrop"
"1422",1994,"Planted",55.5115246,"FiberCrop"
"1423",1993,"Planted",54.3713618,"FiberCrop"
"1424",1992,"Planted",53.56904,"FiberCrop"
"1425",1991,"Planted",56.8547966,"FiberCrop"
"1426",1990,"Planted",49.9604126,"FiberCrop"
"1427",1989,"Planted",42.8333836,"FiberCrop"
"1428",1988,"Planted",50.6348808,"FiberCrop"
"1429",1987,"Planted",42.0670712,"FiberCrop"
"1430",1986,"Planted",40.6404516,"FiberCrop"
"1431",1985,"Planted",43.2298916,"FiberCrop"
"1432",1984,"Planted",45.0942884,"FiberCrop"
"1433",1983,"Planted",32.0698098,"FiberCrop"
"1434",1982,"Planted",45.9034884,"FiberCrop"
"1435",1981,"Planted",57.9795846,"FiberCrop"
"1436",1980,"Planted",58.8037548,"FiberCrop"
"1437",1979,"Planted",56.552965,"FiberCrop"
"1438",1978,"Planted",54.1156546,"FiberCrop"
"1439",1977,"Planted",55.347257,"FiberCrop"
"1440",1976,"Planted",47.077233,"FiberCrop"
"1441",1975,"Planted",38.3463696,"FiberCrop"
"1442",1974,"Planted",55.3468524,"FiberCrop"
"1443",1973,"Planted",50.4928662,"FiberCrop"
"1444",1972,"Planted",56.6492598,"FiberCrop"
"1445",1971,"Planted",49.9879254,"FiberCrop"
"1446",1970,"Planted",48.3302792,"FiberCrop"
"1447",1969,"Planted",48.076595,"FiberCrop"
"1448",1968,"Planted",44.1535934,"FiberCrop"
"1449",1967,"Planted",38.2330816,"FiberCrop"
"1450",1966,"Planted",41.8736724,"FiberCrop"
"1451",1965,"Planted",57.2602058,"FiberCrop"
"1452",1964,"Planted",60.0248376,"FiberCrop"
"1453",1963,"Planted",60.054778,"FiberCrop"
"1454",1962,"Planted",65.921478,"FiberCrop"
"1455",1961,"Planted",67.115048,"FiberCrop"
"1456",1960,"Planted",65.05968,"FiberCrop"
"1457",1959,"Planted",64.060318,"FiberCrop"
"1458",1958,"Planted",50.085434,"FiberCrop"
"1459",1957,"Planted",57.89826,"FiberCrop"
"1460",1956,"Planted",69.093542,"FiberCrop"
"1461",1955,"Planted",72.791586,"FiberCrop"
"1462",1954,"Planted",81.130392,"FiberCrop"
"1463",1953,"Planted",108.724112,"FiberCrop"
"1464",1952,"Planted",113.55099,"FiberCrop"
"1465",1951,"Planted",118.762238,"FiberCrop"
"1466",1950,"Planted",76.331836,"FiberCrop"
"1467",1949,"Planted",114.433018,"FiberCrop"
"1468",1948,"Planted",95.388496,"FiberCrop"
"1469",1947,"Planted",88.146156,"FiberCrop"
"1470",1946,"Planted",75.409348,"FiberCrop"
"1471",1945,"Planted",73.200232,"FiberCrop"
"1472",1944,"Planted",81.814166,"FiberCrop"
"1473",1943,"Planted",88.6074,"FiberCrop"
"1474",1942,"Planted",94.279892,"FiberCrop"
"1475",1941,"Planted",93.58398,"FiberCrop"
"1476",1940,"Planted",100.628066,"FiberCrop"
"1477",1939,"Planted",99.867418,"FiberCrop"
"1478",1938,"Planted",101.222828,"FiberCrop"
"1479",1937,"Planted",137.92814,"FiberCrop"
"1480",1936,"Planted",123.916842,"FiberCrop"
"1481",1935,"Planted",113.542898,"FiberCrop"
"1482",1934,"Planted",112.72156,"FiberCrop"
"1483",1933,"Planted",162.843408,"FiberCrop"
"1484",1932,"Planted",147.654724,"FiberCrop"
"1485",1931,"Planted",158.23906,"FiberCrop"
"1486",1930,"Planted",175.309134,"FiberCrop"
"1487",1929,"Planted",179.836608,"FiberCrop"
"1488",1928,"Planted",176.959902,"FiberCrop"
"1489",1927,"Planted",159.699666,"FiberCrop"
"1490",1926,"Planted",185.464594,"FiberCrop"
"1491",1925,"Planted",185.986528,"FiberCrop"
"1492",1924,"Planted",164.63174,"FiberCrop"
"1493",1923,"Planted",149.702,"FiberCrop"
"1494",1922,"Planted",130.184096,"FiberCrop"
"1495",1921,"Planted",120.230936,"FiberCrop"
"1496",1920,"Planted",145.138112,"FiberCrop"
"1497",1919,"Planted",139.882358,"FiberCrop"
"1498",1918,"Planted",146.153658,"FiberCrop"
"1499",1917,"Planted",133.776944,"FiberCrop"
"1500",1916,"Planted",137.470942,"FiberCrop"
"1501",1915,"Planted",123.581024,"FiberCrop"
"1502",1914,"Planted",146.453062,"FiberCrop"
"1503",1913,"Planted",144.527166,"FiberCrop"
"1504",1912,"Planted",134.323154,"FiberCrop"
"1505",1911,"Planted",144.175164,"FiberCrop"
"1506",1910,"Planted",131.41408,"FiberCrop"
"1507",1909,"Planted",128.436224,"FiberCrop"
"1508",1908,"Planted",NA,"FiberCrop"
"1509",1907,"Planted",NA,"FiberCrop"
"1510",1906,"Planted",NA,"FiberCrop"
"1511",1905,"Planted",NA,"FiberCrop"
"1512",1904,"Planted",NA,"FiberCrop"
"1513",1903,"Planted",NA,"FiberCrop"
"1514",1902,"Planted",NA,"FiberCrop"
"1515",1901,"Planted",NA,"FiberCrop"
"1516",1900,"Planted",NA,"FiberCrop"
"1517",1899,"Planted",NA,"FiberCrop"
"1518",1898,"Planted",NA,"FiberCrop"
"1519",1897,"Planted",NA,"FiberCrop"
"1520",1896,"Planted",NA,"FiberCrop"
"1521",1895,"Planted",NA,"FiberCrop"
"1522",1894,"Planted",NA,"FiberCrop"
"1523",1893,"Planted",NA,"FiberCrop"
"1524",1892,"Planted",NA,"FiberCrop"
"1525",1891,"Planted",NA,"FiberCrop"
"1526",1890,"Planted",NA,"FiberCrop"
"1527",1889,"Planted",NA,"FiberCrop"
"1528",1888,"Planted",NA,"FiberCrop"
"1529",1887,"Planted",NA,"FiberCrop"
"1530",1886,"Planted",NA,"FiberCrop"
"1531",1885,"Planted",NA,"FiberCrop"
"1532",1884,"Planted",NA,"FiberCrop"
"1533",1883,"Planted",NA,"FiberCrop"
"1534",1882,"Planted",NA,"FiberCrop"
"1535",1881,"Planted",NA,"FiberCrop"
"1536",1880,"Planted",NA,"FiberCrop"
"1537",1879,"Planted",NA,"FiberCrop"
"1538",1878,"Planted",NA,"FiberCrop"
"1539",1877,"Planted",NA,"FiberCrop"
"1540",1876,"Planted",NA,"FiberCrop"
"1541",1875,"Planted",NA,"FiberCrop"
"1542",1874,"Planted",NA,"FiberCrop"
"1543",1873,"Planted",NA,"FiberCrop"
"1544",1872,"Planted",NA,"FiberCrop"
"1545",1871,"Planted",NA,"FiberCrop"
"1546",1870,"Planted",NA,"FiberCrop"
"1547",1869,"Planted",NA,"FiberCrop"
"1548",1868,"Planted",NA,"FiberCrop"
"1549",1867,"Planted",NA,"FiberCrop"
"1550",1866,"Planted",NA,"FiberCrop"
"1551",2019,"Harvested",47.761007,"FiberCrop"
"1552",2018,"Harvested",41.2926668,"FiberCrop"
"1553",2017,"Harvested",44.9122184,"FiberCrop"
"1554",2016,"Harvested",38.4685588,"FiberCrop"
"1555",2015,"Harvested",32.6710454,"FiberCrop"
"1556",2014,"Harvested",37.8373828,"FiberCrop"
"1557",2013,"Harvested",30.5044124,"FiberCrop"
"1558",2012,"Harvested",37.7160028,"FiberCrop"
"1559",2011,"Harvested",38.2788014,"FiberCrop"
"1560",2010,"Harvested",43.2869402,"FiberCrop"
"1561",2009,"Harvested",30.4813502,"FiberCrop"
"1562",2008,"Harvested",30.6229602,"FiberCrop"
"1563",2007,"Harvested",42.4388986,"FiberCrop"
"1564",2006,"Harvested",51.511649,"FiberCrop"
"1565",2005,"Harvested",55.8453196,"FiberCrop"
"1566",2004,"Harvested",52.828622,"FiberCrop"
"1567",2003,"Harvested",48.5657564,"FiberCrop"
"1568",2002,"Harvested",50.2375636,"FiberCrop"
"1569",2001,"Harvested",55.9468742,"FiberCrop"
"1570",2000,"Harvested",52.812438,"FiberCrop"
"1571",1999,"Harvested",54.3171454,"FiberCrop"
"1572",1998,"Harvested",43.2258456,"FiberCrop"
"1573",1997,"Harvested",54.240676,"FiberCrop"
"1574",1996,"Harvested",52.1452526,"FiberCrop"
"1575",1995,"Harvested",64.7631082,"FiberCrop"
"1576",1994,"Harvested",53.9020258,"FiberCrop"
"1577",1993,"Harvested",51.7212318,"FiberCrop"
"1578",1992,"Harvested",45.0048718,"FiberCrop"
"1579",1991,"Harvested",52.434137,"FiberCrop"
"1580",1990,"Harvested",47.4660536,"FiberCrop"
"1581",1989,"Harvested",38.5895342,"FiberCrop"
"1582",1988,"Harvested",48.3424172,"FiberCrop"
"1583",1987,"Harvested",40.5825938,"FiberCrop"
"1584",1986,"Harvested",34.2631464,"FiberCrop"
"1585",1985,"Harvested",41.386534,"FiberCrop"
"1586",1984,"Harvested",41.9938386,"FiberCrop"
"1587",1983,"Harvested",29.727985,"FiberCrop"
"1588",1982,"Harvested",39.3833594,"FiberCrop"
"1589",1981,"Harvested",56.0014952,"FiberCrop"
"1590",1980,"Harvested",53.4670808,"FiberCrop"
"1591",1979,"Harvested",51.9138214,"FiberCrop"
"1592",1978,"Harvested",50.1704,"FiberCrop"
"1593",1977,"Harvested",53.7118638,"FiberCrop"
"1594",1976,"Harvested",44.156021,"FiberCrop"
"1595",1975,"Harvested",35.588616,"FiberCrop"
"1596",1974,"Harvested",50.7635436,"FiberCrop"
"1597",1973,"Harvested",48.4314292,"FiberCrop"
"1598",1972,"Harvested",52.5324548,"FiberCrop"
"1599",1971,"Harvested",46.4112614,"FiberCrop"
"1600",1970,"Harvested",45.13313,"FiberCrop"
"1601",1969,"Harvested",44.7127506,"FiberCrop"
"1602",1968,"Harvested",41.1045278,"FiberCrop"
"1603",1967,"Harvested",32.3570758,"FiberCrop"
"1604",1966,"Harvested",38.6498196,"FiberCrop"
"1605",1965,"Harvested",55.0769842,"FiberCrop"
"1606",1964,"Harvested",56.8649116,"FiberCrop"
"1607",1963,"Harvested",57.501752,"FiberCrop"
"1608",1962,"Harvested",62.992174,"FiberCrop"
"1609",1961,"Harvested",63.255164,"FiberCrop"
"1610",1960,"Harvested",61.940214,"FiberCrop"
"1611",1959,"Harvested",61.163382,"FiberCrop"
"1612",1958,"Harvested",47.941054,"FiberCrop"
"1613",1957,"Harvested",54.855668,"FiberCrop"
"1614",1956,"Harvested",63.17829,"FiberCrop"
"1615",1955,"Harvested",68.490688,"FiberCrop"
"1616",1954,"Harvested",77.889546,"FiberCrop"
"1617",1953,"Harvested",98.483686,"FiberCrop"
"1618",1952,"Harvested",104.876366,"FiberCrop"
"1619",1951,"Harvested",109.035654,"FiberCrop"
"1620",1950,"Harvested",72.192778,"FiberCrop"
"1621",1949,"Harvested",111.018194,"FiberCrop"
"1622",1948,"Harvested",92.697906,"FiberCrop"
"1623",1947,"Harvested",86.30118,"FiberCrop"
"1624",1946,"Harvested",71.144864,"FiberCrop"
"1625",1945,"Harvested",68.899334,"FiberCrop"
"1626",1944,"Harvested",79.370382,"FiberCrop"
"1627",1943,"Harvested",87.43406,"FiberCrop"
"1628",1942,"Harvested",91.447692,"FiberCrop"
"1629",1941,"Harvested",89.966856,"FiberCrop"
"1630",1940,"Harvested",96.541606,"FiberCrop"
"1631",1939,"Harvested",96.31503,"FiberCrop"
"1632",1938,"Harvested",98.107408,"FiberCrop"
"1633",1937,"Harvested",136.038658,"FiberCrop"
"1634",1936,"Harvested",120.38873,"FiberCrop"
"1635",1935,"Harvested",111.301414,"FiberCrop"
"1636",1934,"Harvested",108.699836,"FiberCrop"
"1637",1933,"Harvested",118.883618,"FiberCrop"
"1638",1932,"Harvested",145.214986,"FiberCrop"
"1639",1931,"Harvested",156.596384,"FiberCrop"
"1640",1930,"Harvested",171.728424,"FiberCrop"
"1641",1929,"Harvested",174.916672,"FiberCrop"
"1642",1928,"Harvested",171.687964,"FiberCrop"
"1643",1927,"Harvested",155.131732,"FiberCrop"
"1644",1926,"Harvested",180.483968,"FiberCrop"
"1645",1925,"Harvested",179.585756,"FiberCrop"
"1646",1924,"Harvested",159.821046,"FiberCrop"
"1647",1923,"Harvested",143.8353,"FiberCrop"
"1648",1922,"Harvested",126.886606,"FiberCrop"
"1649",1921,"Harvested",116.031188,"FiberCrop"
"1650",1920,"Harvested",139.214768,"FiberCrop"
"1651",1919,"Harvested",133.137676,"FiberCrop"
"1652",1918,"Harvested",141.763748,"FiberCrop"
"1653",1917,"Harvested",130.46327,"FiberCrop"
"1654",1916,"Harvested",133.805266,"FiberCrop"
"1655",1915,"Harvested",121.181746,"FiberCrop"
"1656",1914,"Harvested",144.09829,"FiberCrop"
"1657",1913,"Harvested",142.443476,"FiberCrop"
"1658",1912,"Harvested",131.725622,"FiberCrop"
"1659",1911,"Harvested",141.270136,"FiberCrop"
"1660",1910,"Harvested",127.481368,"FiberCrop"
"1661",1909,"Harvested",123.62553,"FiberCrop"
"1662",1908,"Harvested",125.794186,"FiberCrop"
"1663",1907,"Harvested",124.329534,"FiberCrop"
"1664",1906,"Harvested",127.060584,"FiberCrop"
"1665",1905,"Harvested",112.288638,"FiberCrop"
"1666",1904,"Harvested",121.691542,"FiberCrop"
"1667",1903,"Harvested",112.325052,"FiberCrop"
"1668",1902,"Harvested",111.511806,"FiberCrop"
"1669",1901,"Harvested",109.4443,"FiberCrop"
"1670",1900,"Harvested",100.688756,"FiberCrop"
"1671",1899,"Harvested",97.763498,"FiberCrop"
"1672",1898,"Harvested",99.99689,"FiberCrop"
"1673",1897,"Harvested",101.680026,"FiberCrop"
"1674",1896,"Harvested",93.98858,"FiberCrop"
"1675",1895,"Harvested",80.268594,"FiberCrop"
"1676",1894,"Harvested",88.550756,"FiberCrop"
"1677",1893,"Harvested",81.955776,"FiberCrop"
"1678",1892,"Harvested",76.343974,"FiberCrop"
"1679",1891,"Harvested",87.001138,"FiberCrop"
"1680",1890,"Harvested",84.711102,"FiberCrop"
"1681",1889,"Harvested",81.692786,"FiberCrop"
"1682",1888,"Harvested",78.97792,"FiberCrop"
"1683",1887,"Harvested",76.036478,"FiberCrop"
"1684",1886,"Harvested",74.32502,"FiberCrop"
"1685",1885,"Harvested",72.512412,"FiberCrop"
"1686",1884,"Harvested",68.171054,"FiberCrop"
"1687",1883,"Harvested",65.92957,"FiberCrop"
"1688",1882,"Harvested",63.271348,"FiberCrop"
"1689",1881,"Harvested",66.690218,"FiberCrop"
"1690",1880,"Harvested",64.416366,"FiberCrop"
"1691",1879,"Harvested",58.561804,"FiberCrop"
"1692",1878,"Harvested",54.778794,"FiberCrop"
"1693",1877,"Harvested",51.003876,"FiberCrop"
"1694",1876,"Harvested",47.528362,"FiberCrop"
"1695",1875,"Harvested",45.914008,"FiberCrop"
"1696",1874,"Harvested",43.506638,"FiberCrop"
"1697",1873,"Harvested",44.497908,"FiberCrop"
"1698",1872,"Harvested",38.76068,"FiberCrop"
"1699",1871,"Harvested",33.52111,"FiberCrop"
"1700",1870,"Harvested",37.376948,"FiberCrop"
"1701",1869,"Harvested",31.360546,"FiberCrop"
"1702",1868,"Harvested",28.212758,"FiberCrop"
"1703",1867,"Harvested",31.817744,"FiberCrop"
"1704",1866,"Harvested",31.016636,"FiberCrop"
"1705",1924,"Harvested",1.812608,"OilCrop"
"1706",1924,"Planted",6.340082,"OilCrop"
"1707",1925,"Harvested",1.67909,"OilCrop"
"1708",1925,"Planted",6.226794,"OilCrop"
"1709",1926,"Harvested",1.885436,"OilCrop"
"1710",1926,"Planted",7.570066,"OilCrop"
"1711",1927,"Harvested",2.298128,"OilCrop"
"1712",1927,"Planted",8.322622,"OilCrop"
"1713",1928,"Harvested",2.342634,"OilCrop"
"1714",1928,"Planted",8.715084,"OilCrop"
"1715",1929,"Harvested",2.864568,"OilCrop"
